id,/geo.Geo/Nearby,/rate.Rate/GetRates,/search.Search/Nearby,HTTP GET /hotels,startTime,total,/profile.Profile/GetProfiles,memcached_get_profile,/recommendation.Recommendation/GetRecommendations,HTTP GET /recommendations,memcached_get_multi_rate,/reservation.Reservation/CheckAvailability,CheckAvailability,memcached_reserve_get_multi_number,memcached_capacity_get_multi_number,/user.User/CheckUser,HTTP POST /user,memcached_reservation_get,memcached_capacity_get,mongodb_capacity_get,/reservation.Reservation/MakeReservation,mongodb_reservation_find,MakeReservation,HTTP POST /reservation,pattern
003da4b3ccf42dd5,20510.0,3882628.0,3989815.0,3990073.0,2026-02-24 09:28:45.067029,15786442,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1010001001000000000000
007b1645aa2405d4,438.0,800611.0,812688.0,898525.0,2026-02-24 09:27:21.859264,3422696,28254.0,10.0,0.0,0.0,1.0,42.0,28.0,2.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1110101011000001110100
00c4d7fd510d1f35,143.0,9991039.0,10000005.0,10000180.0,2026-02-24 09:27:00.626932,40017610,0.0,0.0,0.0,0.0,6865.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1010001001000000100000
00a75f78833d4d1a,0.0,0.0,0.0,0.0,2026-02-24 09:27:24.182485,72439,603.0,381.0,63.0,35848.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0101000000100000010000
00d7bb0870298ed2,0.0,0.0,0.0,0.0,2026-02-24 09:27:34.784194,90102,222.0,191.0,24848.0,44880.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0101000000100000010000
008274e97e745e37,0.0,0.0,0.0,0.0,2026-02-24 09:27:35.160224,65494,1642.0,1564.0,6.0,31184.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0101000000100000010000
00b954ba55c15530,91.0,10943.0,114666.0,114911.0,2026-02-24 09:27:38.024891,395222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1010001001000000000000
00a65aa1358aa413,81.0,9963676.0,9987027.0,9999444.0,2026-02-24 09:27:26.041848,41074890,0.0,0.0,0.0,0.0,1102154.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1010001001000000100000
004cdc3503b0b28b,115.0,9980465.0,9996233.0,10000521.0,2026-02-24 09:27:10.352740,40997812,0.0,0.0,0.0,0.0,1004533.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1010001001000000100000
00150bfcf5646acf,115.0,6.0,39003.0,56449.0,2026-02-24 09:27:35.933276,176314,9322.0,19.0,0.0,0.0,1.0,38.0,28.0,1.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1110101011000001110100
00abd53e7594e6a3,12820.0,10051826.0,10064680.0,10054634.0,2026-02-24 09:28:32.462572,41243715,0.0,0.0,0.0,0.0,1005250.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1010001001000000100000
00f4a86ab773f622,162.0,99272.0,175755.0,225507.0,2026-02-24 09:27:37.898739,673857,28440.0,7.0,0.0,0.0,2.0,20891.0,16.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1110101011000001110100
00d7d0a6d456d869,12225.0,3302365.0,3314619.0,3409305.0,2026-02-24 09:28:41.056318,13447603,16.0,4.0,0.0,0.0,5.0,30.0,19.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1110101011000001110100
00fe1afd677e43c6,41.0,5737.0,18506.0,18715.0,2026-02-24 09:27:38.528987,64616,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1010001001000000000000
00e91211d008e164,10675.0,8160.0,23649.0,24561.0,2026-02-24 09:27:38.950929,86285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1010001001000000000000
00e74dfe9b27c911,0.0,0.0,0.0,0.0,2026-02-24 09:27:37.385090,126245,5346.0,5243.0,26.0,57861.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0101000000100000010000
00987402d4b535e3,0.0,0.0,0.0,0.0,2026-02-24 09:28:55.337397,152417,30639.0,315.0,45116.0,75889.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0101000000100000010000
00d3e9d7ddbc8e73,19385.0,9994242.0,10013663.0,10002577.0,2026-02-24 09:27:23.137995,40631859,0.0,0.0,0.0,0.0,599452.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1010001001000000100000
00be6737ade5d07d,23793.0,9975217.0,10002961.0,10003608.0,2026-02-24 09:28:24.057616,40195188,0.0,0.0,0.0,0.0,190465.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1010001001000000100000
01401f4f065d641d,17182.0,1080501.0,1178720.0,1179074.0,2026-02-24 09:27:31.374150,4553540,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1010001001000000000000
00bef49dde3a95e2,0.0,0.0,0.0,0.0,2026-02-24 09:26:55.346583,799937,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,399956.0,399977.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0000000100001000000000
01355b42902c07aa,0.0,0.0,0.0,0.0,2026-02-24 09:28:45.320900,250652,2657.0,2589.0,49084.0,122741.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0101000000100000010000
0012b971ffa2cca3,287.0,16106.0,98511.0,1138023.0,2026-02-24 09:26:56.626732,2401342,27.0,4.0,0.0,0.0,3.0,29.0,15.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1110101011000001110100
0138e5908fa8cd9a,0.0,0.0,0.0,0.0,2026-02-24 09:28:56.329751,138742,207.0,186.0,27878.0,69220.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0101000000100000010000
007c8b85bce68784,0.0,0.0,0.0,0.0,2026-02-24 09:28:33.913532,71106,14794.0,225.0,122.0,35302.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0101000000100000010000
006543977055ae99,0.0,0.0,0.0,0.0,2026-02-24 09:27:24.325105,35325443,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,0.0,2311.0,860.0,2473.0,7054779.0,7048210.0,7054763.0,7081103.0,0000010100010110001011
00e096dc5b7ed9b1,0.0,0.0,0.0,0.0,2026-02-24 09:27:06.367967,81068,1888.0,1764.0,19597.0,38710.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0101000000100000010000
0070c88aa50baab8,0.0,0.0,0.0,0.0,2026-02-24 09:27:29.243783,106299,36011.0,543.0,50.0,52619.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0101000000100000010000
00661e0638366ab7,0.0,0.0,0.0,0.0,2026-02-24 09:27:31.563549,55096,553.0,465.0,21.0,27126.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0101000000100000010000
00c466f9082370b5,0.0,0.0,0.0,0.0,2026-02-24 09:28:36.723319,81891,8671.0,8560.0,9780.0,32343.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0101000000100000010000
00d66fc537875ef2,7632.0,1392321.0,1415672.0,1477291.0,2026-02-24 09:27:18.783919,5754142,41187.0,7.0,0.0,0.0,2.0,19674.0,39.0,10.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1110101011000001110100
0079ea87e8b504c0,23201.0,108.0,4527783.0,4556440.0,2026-02-24 09:28:42.404810,18132638,42.0,7.0,0.0,0.0,10.0,79.0,42.0,4.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1110101011000001110100
0094383b3d60a4ec,33210.0,69896.0,124753.0,157007.0,2026-02-24 09:28:53.332283,519845,5.0,1.0,0.0,0.0,3.0,23.0,18.0,6.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1110101011000001110100
00b3de0d1deeb796,19346.0,9977431.0,9996832.0,10001196.0,2026-02-24 09:27:09.217768,40204890,0.0,0.0,0.0,0.0,208928.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1010001001000000100000
014466a9028a4891,32070.0,22082.0,83876.0,84113.0,2026-02-24 09:28:49.311787,276388,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1010001001000000000000
00b67f711ac42214,64.0,9977175.0,10000028.0,10000349.0,2026-02-24 09:27:18.861531,40604995,0.0,0.0,0.0,0.0,606880.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1010001001000000100000
00c9b4cee5c76e47,1411.0,3363564.0,6512424.0,10002795.0,2026-02-24 09:26:47.556366,33031167,29999.0,0.0,0.0,0.0,3.0,3423364.0,13.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1110101011000001100100
00dd52f5ba513c08,7992.0,1132827.0,1140874.0,1222753.0,2026-02-24 09:27:31.117558,4727180,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1010001001000000000000
00d125f3494b1c1c,42518.0,31.0,87607.0,177842.0,2026-02-24 09:27:17.629737,527350,11.0,2.0,0.0,0.0,12.0,19.0,14.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1110101011000001110100
00cd52ed0e1c9c82,5084.0,9989508.0,10001344.0,10001592.0,2026-02-24 09:28:37.866215,40687767,0.0,0.0,0.0,0.0,695538.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1010001001000000100000
0039b5f460c4a94a,0.0,0.0,0.0,0.0,2026-02-24 09:26:56.920543,29344,8574.0,574.0,15.0,14106.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0101000000100000010000
008d9aa56c34d52e,0.0,0.0,0.0,0.0,2026-02-24 09:28:51.871568,42349,388.0,333.0,16.0,20838.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0101000000100000010000
012ee156e2b146cb,0.0,0.0,0.0,0.0,2026-02-24 09:28:55.763916,42582,297.0,188.0,10874.0,21125.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0101000000100000010000
002ecca10effb715,63334.0,14.0,3173322.0,3340440.0,2026-02-24 09:27:26.645153,13026922,25.0,5.0,0.0,0.0,2.0,54456.0,17.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1110101011000001110100
00e4394408c664ad,46.0,258171.0,398814.0,398982.0,2026-02-24 09:27:37.709184,1412902,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1010001001000000000000
008e4c9f2bba6dda,0.0,0.0,0.0,0.0,2026-02-24 09:27:29.877356,72014,2885.0,2782.0,16.0,33249.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0101000000100000010000
00abdb2a5c417e46,195.0,13422.0,55598.0,71339.0,2026-02-24 09:27:35.933084,224955,15.0,3.0,0.0,0.0,5.0,37.0,26.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1110101011000001110100
008810f5ca44a2c6,34.0,9832123.0,9967709.0,9968046.0,2026-02-24 09:28:39.277429,40814951,0.0,0.0,0.0,0.0,1107096.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1010001001000000100000
0084f06769619c1a,0.0,0.0,0.0,0.0,2026-02-24 09:28:32.261667,276873,63410.0,475.0,74480.0,137991.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0101000000100000010000
0085fdf1831855e0,12889.0,3425173.0,3438106.0,3526901.0,2026-02-24 09:28:45.529275,13930050,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1010001001000000000000
00873d30b15f3a85,7912.0,9993313.0,10001175.0,10001538.0,2026-02-24 09:27:03.330623,40302209,0.0,0.0,0.0,0.0,296808.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1010001001000000100000
004a1cf20d1e1716,0.0,0.0,0.0,0.0,2026-02-24 09:28:39.045387,31407484,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31345.0,0.0,1155.0,1147.0,0.0,6290682.0,6252066.0,6254461.0,6322121.0,0000010100010110001001
005ea4a52c9218b6,13358.0,9994440.0,10007843.0,10001515.0,2026-02-24 09:27:17.740226,40216327,0.0,0.0,0.0,0.0,198101.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1010001001000000100000
010b3b9e216bb910,27408.0,1522052.0,1549501.0,1680190.0,2026-02-24 09:27:22.212761,6459748,8.0,2.0,0.0,0.0,3.0,49312.0,39.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1110101011000001110100
01335e28ac678342,60.0,14525.0,68861.0,107948.0,2026-02-24 09:28:52.525968,294423,10431.0,2.0,0.0,0.0,1.0,24.0,16.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1110101011000001110100
011ac78a9286c69c,0.0,0.0,0.0,0.0,2026-02-24 09:28:51.305587,125247,1929.0,1869.0,27022.0,60681.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0101000000100000010000
012d6bf41372d7ed,0.0,0.0,0.0,0.0,2026-02-24 09:27:14.611470,116695,1967.0,1907.0,21810.0,56468.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0101000000100000010000
00deeb732ef5a336,230.0,400776.0,431223.0,501789.0,2026-02-24 09:27:17.646603,1865149,13896.0,3.0,0.0,0.0,5.0,42.0,28.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1110101011000001110100
004afabd81a99b6b,13163.0,2353146.0,2456769.0,2456932.0,2026-02-24 09:28:46.757867,9646862,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1010001001000000000000
0061d3a6461ec16a,0.0,0.0,0.0,0.0,2026-02-24 09:27:27.082159,97509,10166.0,1406.0,36976.0,47223.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0101000000100000010000
008effab8637d4ee,0.0,0.0,0.0,0.0,2026-02-24 09:27:35.206838,43005,635.0,548.0,16.0,20960.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0101000000100000010000
013283c11b200c33,0.0,0.0,0.0,0.0,2026-02-24 09:28:46.575066,38516,8939.0,318.0,9850.0,18953.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0101000000100000010000
00c944d126146059,173.0,36.0,8440603.0,8555151.0,2026-02-24 09:27:29.635079,33913929,51.0,6.0,0.0,0.0,9.0,25.0,20.0,2.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1110101011000001110100
0096a7269f33e081,215.0,9980531.0,9998551.0,9998853.0,2026-02-24 09:28:24.465598,40095410,0.0,0.0,0.0,0.0,109436.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1010001001000000100000
0034293d2db50256,62.0,9975016.0,10001355.0,10001651.0,2026-02-24 09:27:07.358250,40182599,0.0,0.0,0.0,0.0,188744.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1010001001000000100000
00e5ceb21918e555,293.0,25.0,18122.0,48897.0,2026-02-24 09:27:36.296456,134111,12.0,2.0,0.0,0.0,4.0,33.0,22.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1110101011000001110100
00d6a3a3496be804,6711.0,41.0,434142.0,532342.0,2026-02-24 09:27:07.828268,1931735,29.0,9.0,0.0,0.0,4.0,56.0,37.0,3.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1110101011000001110100
005b7e6717999778,700.0,1114526.0,1163310.0,1241849.0,2026-02-24 09:27:12.815312,4810791,15325.0,6.0,0.0,0.0,4.0,20701.0,45.0,4.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1110101011000001110100
0138ea353efa66a5,37.0,9994172.0,10000223.0,10001325.0,2026-02-24 09:27:20.020852,40698073,0.0,0.0,0.0,0.0,695185.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1010001001000000100000
002acd604c419680,21671.0,10001065.0,10021891.0,10022165.0,2026-02-24 09:28:14.193587,40090810,0.0,0.0,0.0,0.0,1167.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1010001001000000100000
0094ac634df57b82,22371.0,8466709.0,8489135.0,8543496.0,2026-02-24 09:28:46.190667,34065071,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1010001001000000000000
01409c2e6b1d8eff,9022.0,5300.0,24560.0,24738.0,2026-02-24 09:28:54.957409,78027,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1010001001000000000000
00621c9f4b1c01f8,11411.0,9953760.0,9997476.0,9997724.0,2026-02-24 09:26:53.589343,39940009,0.0,0.0,0.0,0.0,14063.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1010001001000000100000
013144d688de471a,0.0,0.0,0.0,0.0,2026-02-24 09:28:15.776177,39230,8294.0,438.0,10679.0,19137.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0101000000100000010000
010c83616082cdb3,0.0,0.0,0.0,0.0,2026-02-24 09:27:11.298322,43738,9459.0,2414.0,9779.0,19455.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0101000000100000010000
0023a268ccaf324b,18768.0,9971123.0,10004318.0,10004537.0,2026-02-24 09:27:18.282196,40179664,0.0,0.0,0.0,0.0,190891.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1010001001000000100000
00456f72ffaa04e5,248.0,173204.0,185921.0,231041.0,2026-02-24 09:28:56.353962,833608,0.0,0.0,0.0,0.0,2.0,14968.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1010101001000000100000
00f7389c4a73f47f,74.0,9987519.0,9995667.0,10000888.0,2026-02-24 09:26:56.693471,39993007,0.0,0.0,0.0,0.0,150.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1010001001000000100000
0101d14c396646cc,30.0,9986075.0,10044295.0,10044578.0,2026-02-24 09:28:26.232156,40538549,0.0,0.0,0.0,0.0,393415.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1010001001000000100000
0086501f2af56ef8,0.0,0.0,0.0,0.0,2026-02-24 09:28:26.553360,59285,409.0,303.0,20.0,29364.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0101000000100000010000
00ecf10ff9704786,931.0,54296.0,110826.0,159010.0,2026-02-24 09:27:36.682444,470673,18.0,4.0,0.0,0.0,4.0,29.0,18.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1110101011000001110100
00254381575adcff,0.0,0.0,0.0,0.0,2026-02-24 09:28:54.886691,33361,9919.0,1978.0,4701.0,14715.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0101000000100000010000
006789bb436c79fb,249.0,4572063.0,4720553.0,4720795.0,2026-02-24 09:28:44.318562,18674692,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1010001001000000000000
0045bfc9605e11b3,18148.0,9985400.0,10001546.0,10001792.0,2026-02-24 09:28:26.709474,40320293,0.0,0.0,0.0,0.0,309700.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1010001001000000100000
003b962278d4d3a5,0.0,0.0,0.0,0.0,2026-02-24 09:27:36.030721,24047,372.0,327.0,55.0,11672.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0101000000100000010000
00154d4a87791a50,18537.0,9980770.0,10000694.0,10001027.0,2026-02-24 09:28:18.948259,40088006,0.0,0.0,0.0,0.0,87530.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1010001001000000100000
00e2711cd4dce925,7662.0,9987300.0,9995010.0,9998658.0,2026-02-24 09:27:05.039146,40382516,0.0,0.0,0.0,0.0,395487.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1010001001000000100000
002a743fd3609684,6394.0,339.0,15606.0,277.0,2026-02-24 09:28:27.517786,31823,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,01010000001000010
